player,runs,mins,bf,4s,6s,sr,inns,match_type,opposition,ground,start_date
VVS Laxman,27,89,56,3,0,48.21,1,Test,Australia,Perth,16 Jan 2008
MS Dhoni,19,84,52,2,0,36.53,1,Test,Australia,Perth,16 Jan 2008
IK Pathan,28,73,44,4,0,63.63,1,Test,Australia,Perth,16 Jan 2008
A Kumble,1,10,6,0,0,16.66,1,Test,Australia,Perth,16 Jan 2008
RP Singh,0,7,2,0,0,0.00,1,Test,Australia,Perth,16 Jan 2008
I Sharma,0*,5,5,0,0,0.00,1,Test,Australia,Perth,16 Jan 2008
W Jaffer,11,45,27,1,0,40.74,3,Test,Australia,Perth,16 Jan 2008
V Sehwag,43,86,61,7,0,70.49,3,Test,Australia,Perth,16 Jan 2008
IK Pathan,46,133,64,6,0,71.87,3,Test,Australia,Perth,16 Jan 2008
R Dravid,3,5,5,0,0,60.00,3,Test,Australia,Perth,16 Jan 2008
SR Tendulkar,13,33,25,2,0,52.00,3,Test,Australia,Perth,16 Jan 2008
SC Ganguly,0,7,3,0,0,0.00,3,Test,Australia,Perth,16 Jan 2008
VVS Laxman,79,228,156,8,0,50.64,3,Test,Australia,Perth,16 Jan 2008
MS Dhoni,38,100,87,2,2,43.67,3,Test,Australia,Perth,16 Jan 2008
A Kumble,0,2,4,0,0,0.00,3,Test,Australia,Perth,16 Jan 2008
RP Singh,30,73,59,3,1,50.84,3,Test,Australia,Perth,16 Jan 2008
I Sharma,4*,5,1,1,0,400.00,3,Test,Australia,Perth,16 Jan 2008
V Sehwag,63,152,90,6,0,70.00,1,Test,Australia,Adelaide,24 Jan 2008
IK Pathan,9,34,21,2,0,42.85,1,Test,Australia,Adelaide,24 Jan 2008
R Dravid,18,73,55,0,0,32.72,1,Test,Australia,Adelaide,24 Jan 2008
SR Tendulkar,153,342,205,13,3,74.63,1,Test,Australia,Adelaide,24 Jan 2008
SC Ganguly,7,42,29,1,0,24.13,1,Test,Australia,Adelaide,24 Jan 2008
VVS Laxman,51,134,102,5,0,50.00,1,Test,Australia,Adelaide,24 Jan 2008
MS Dhoni,16,75,64,1,0,25.00,1,Test,Australia,Adelaide,24 Jan 2008
A Kumble,87,249,205,9,0,42.43,1,Test,Australia,Adelaide,24 Jan 2008
Harbhajan Singh,63,135,103,7,0,61.16,1,Test,Australia,Adelaide,24 Jan 2008
RP Singh,0,3,4,0,0,0.00,1,Test,Australia,Adelaide,24 Jan 2008
I Sharma,14*,80,48,1,0,29.16,1,Test,Australia,Adelaide,24 Jan 2008
V Sehwag,151,354,236,11,2,63.98,3,Test,Australia,Adelaide,24 Jan 2008
IK Pathan,0,7,6,0,0,0.00,3,Test,Australia,Adelaide,24 Jan 2008
R Dravid,11*,98,64,2,0,17.18,3,Test,Australia,Adelaide,24 Jan 2008
SR Tendulkar,13,67,36,1,0,36.11,3,Test,Australia,Adelaide,24 Jan 2008
SC Ganguly,18,51,38,1,0,47.36,3,Test,Australia,Adelaide,24 Jan 2008
VVS Laxman,12,39,30,0,0,40.00,3,Test,Australia,Adelaide,24 Jan 2008
MS Dhoni,20,58,44,3,0,45.45,3,Test,Australia,Adelaide,24 Jan 2008
A Kumble,9*,63,52,0,0,17.30,3,Test,Australia,Adelaide,24 Jan 2008
Harbhajan Singh,7,22,20,0,0,35.00,3,Test,Australia,Adelaide,24 Jan 2008
I Sharma,2*,15,20,0,0,10.00,3,Test,Australia,Adelaide,24 Jan 2008
RP Singh,DNB,-,-,-,-,-,3,Test,Australia,Adelaide,24 Jan 2008
G Gambhir,9,9,6,1,0,150.00,1,T20I,Australia,Melbourne,01 Feb 2008
V Sehwag,0,5,3,0,0,0.00,1,T20I,Australia,Melbourne,01 Feb 2008
KD Karthik,8,9,8,1,0,100.00,1,T20I,Australia,Melbourne,01 Feb 2008
RV Uthappa,1,7,3,0,0,33.33,1,T20I,Australia,Melbourne,01 Feb 2008
RG Sharma,8,15,8,1,0,100.00,1,T20I,Australia,Melbourne,01 Feb 2008
MS Dhoni,9,30,27,0,0,33.33,1,T20I,Australia,Melbourne,01 Feb 2008
IK Pathan,26,41,30,0,0,86.66,1,T20I,Australia,Melbourne,01 Feb 2008
P Kumar,6,8,10,0,0,60.00,1,T20I,Australia,Melbourne,01 Feb 2008
Harbhajan Singh,1,5,3,0,0,33.33,1,T20I,Australia,Melbourne,01 Feb 2008
S Sreesanth,0,1,1,0,0,0.00,1,T20I,Australia,Melbourne,01 Feb 2008
I Sharma,3*,8,6,0,0,50.00,1,T20I,Australia,Melbourne,01 Feb 2008
V Sehwag,6,15,8,1,0,75.00,1,ODI,Australia,Brisbane,03 Feb 2008
SR Tendulkar,10,30,17,1,0,58.82,1,ODI,Australia,Brisbane,03 Feb 2008
G Gambhir,39,74,51,4,0,76.47,1,ODI,Australia,Brisbane,03 Feb 2008
RG Sharma,29,68,43,5,0,67.44,1,ODI,Australia,Brisbane,03 Feb 2008
MK Tiwary,2,15,16,0,0,12.50,1,ODI,Australia,Brisbane,03 Feb 2008
MS Dhoni,37,102,61,1,0,60.65,1,ODI,Australia,Brisbane,03 Feb 2008
RV Uthappa,5,17,13,0,0,38.46,1,ODI,Australia,Brisbane,03 Feb 2008
IK Pathan,21,51,40,0,1,52.50,1,ODI,Australia,Brisbane,03 Feb 2008
Harbhajan Singh,27,27,19,3,0,142.10,1,ODI,Australia,Brisbane,03 Feb 2008
S Sreesanth,4,4,3,0,0,133.33,1,ODI,Australia,Brisbane,03 Feb 2008
I Sharma,1*,2,1,0,0,100.00,1,ODI,Australia,Brisbane,03 Feb 2008
V Sehwag,33,87,39,2,1,84.61,1,ODI,Sri Lanka,Brisbane,05 Feb 2008
SR Tendulkar,35,70,52,2,0,67.30,1,ODI,Sri Lanka,Brisbane,05 Feb 2008
G Gambhir,102*,159,101,10,1,100.99,1,ODI,Sri Lanka,Brisbane,05 Feb 2008
Yuvraj Singh,2,14,11,0,0,18.18,1,ODI,Sri Lanka,Brisbane,05 Feb 2008
RG Sharma,0,1,2,0,0,0.00,1,ODI,Sri Lanka,Brisbane,05 Feb 2008
MS Dhoni,88*,124,95,5,1,92.63,1,ODI,Sri Lanka,Brisbane,05 Feb 2008
S Sreesanth,DNB,-,-,-,-,-,1,ODI,Sri Lanka,Brisbane,05 Feb 2008
IK Pathan,DNB,-,-,-,-,-,1,ODI,Sri Lanka,Brisbane,05 Feb 2008
RV Uthappa,DNB,-,-,-,-,-,1,ODI,Sri Lanka,Brisbane,05 Feb 2008
Harbhajan Singh,DNB,-,-,-,-,-,1,ODI,Sri Lanka,Brisbane,05 Feb 2008
I Sharma,DNB,-,-,-,-,-,1,ODI,Sri Lanka,Brisbane,05 Feb 2008
V Sehwag,11,18,19,2,0,57.89,2,ODI,Australia,Melbourne,10 Feb 2008
SR Tendulkar,44,123,54,3,0,81.48,2,ODI,Australia,Melbourne,10 Feb 2008
IK Pathan,18,35,30,1,0,60.00,2,ODI,Australia,Melbourne,10 Feb 2008
G Gambhir,21,50,43,2,0,48.83,2,ODI,Australia,Melbourne,10 Feb 2008
Yuvraj Singh,3,31,14,0,0,21.42,2,ODI,Australia,Melbourne,10 Feb 2008
RG Sharma,39*,86,61,2,0,63.93,2,ODI,Australia,Melbourne,10 Feb 2008
MS Dhoni,17*,72,54,0,0,31.48,2,ODI,Australia,Melbourne,10 Feb 2008
I Sharma,DNB,-,-,-,-,-,2,ODI,Australia,Melbourne,10 Feb 2008
S Sreesanth,DNB,-,-,-,-,-,2,ODI,Australia,Melbourne,10 Feb 2008
RV Uthappa,DNB,-,-,-,-,-,2,ODI,Australia,Melbourne,10 Feb 2008
Harbhajan Singh,DNB,-,-,-,-,-,2,ODI,Australia,Melbourne,10 Feb 2008
V Sehwag,14,34,18,2,0,77.77,1,ODI,Sri Lanka,Canberra,12 Feb 2008
SR Tendulkar,32,41,30,4,0,106.66,1,ODI,Sri Lanka,Canberra,12 Feb 2008
G Gambhir,35,58,33,3,0,106.06,1,ODI,Sri Lanka,Canberra,12 Feb 2008
RG Sharma,70*,93,64,6,1,109.37,1,ODI,Sri Lanka,Canberra,12 Feb 2008
MS Dhoni,31,33,26,3,0,119.23,1,ODI,Sri Lanka,Canberra,12 Feb 2008
Yuvraj Singh,6,3,3,1,0,200.00,1,ODI,Sri Lanka,Canberra,12 Feb 2008
RV Uthappa,0*,3,0,0,0,-,1,ODI,Sri Lanka,Canberra,12 Feb 2008
I Sharma,DNB,-,-,-,-,-,1,ODI,Sri Lanka,Canberra,12 Feb 2008
S Sreesanth,DNB,-,-,-,-,-,1,ODI,Sri Lanka,Canberra,12 Feb 2008
IK Pathan,DNB,-,-,-,-,-,1,ODI,Sri Lanka,Canberra,12 Feb 2008
Harbhajan Singh,DNB,-,-,-,-,-,1,ODI,Sri Lanka,Canberra,12 Feb 2008
G Gambhir,34,77,42,3,0,80.95,2,ODI,Australia,Adelaide,17 Feb 2008
SR Tendulkar,5,23,15,1,0,33.33,2,ODI,Australia,Adelaide,17 Feb 2008
IK Pathan,14,46,30,2,0,46.66,2,ODI,Australia,Adelaide,17 Feb 2008
RG Sharma,1,12,3,0,0,33.33,2,ODI,Australia,Adelaide,17 Feb 2008
Yuvraj Singh,26,65,44,3,1,59.09,2,ODI,Australia,Adelaide,17 Feb 2008
MS Dhoni,37,97,50,1,0,74.00,2,ODI,Australia,Adelaide,17 Feb 2008
RV Uthappa,18,57,36,1,0,50.00,2,ODI,Australia,Adelaide,17 Feb 2008
Harbhajan Singh,4,8,6,0,0,66.66,2,ODI,Australia,Adelaide,17 Feb 2008
S Sreesanth,1,15,4,0,0,25.00,2,ODI,Australia,Adelaide,17 Feb 2008
I Sharma,2*,21,10,0,0,20.00,2,ODI,Australia,Adelaide,17 Feb 2008
MM Patel,0,11,9,0,0,0.00,2,ODI,Australia,Adelaide,17 Feb 2008
G Gambhir,15,58,34,2,0,44.11,2,ODI,Sri Lanka,Adelaide,19 Feb 2008
SR Tendulkar,0,6,2,0,0,0.00,2,ODI,Sri Lanka,Adelaide,19 Feb 2008
RV Uthappa,10,42,28,0,0,35.71,2,ODI,Sri Lanka,Adelaide,19 Feb 2008
RG Sharma,24,74,36,1,0,66.66,2,ODI,Sri Lanka,Adelaide,19 Feb 2008
Yuvraj Singh,76,115,70,10,1,108.57,2,ODI,Sri Lanka,Adelaide,19 Feb 2008
MS Dhoni,50*,140,68,0,0,73.52,2,ODI,Sri Lanka,Adelaide,19 Feb 2008
IK Pathan,31,62,41,4,0,75.60,2,ODI,Sri Lanka,Adelaide,19 Feb 2008
P Kumar,6,13,8,0,0,75.00,2,ODI,Sri Lanka,Adelaide,19 Feb 2008
Harbhajan Singh,3,8,6,0,0,50.00,2,ODI,Sri Lanka,Adelaide,19 Feb 2008
I Sharma,0*,6,2,0,0,0.00,2,ODI,Sri Lanka,Adelaide,19 Feb 2008
MM Patel,DNB,-,-,-,-,-,2,ODI,Sri Lanka,Adelaide,19 Feb 2008
V Sehwag,17,39,19,3,0,89.47,2,ODI,Australia,Sydney,24 Feb 2008
SR Tendulkar,2,3,3,0,0,66.66,2,ODI,Australia,Sydney,24 Feb 2008
G Gambhir,113,177,119,9,1,94.95,2,ODI,Australia,Sydney,24 Feb 2008
RG Sharma,1,3,3,0,0,33.33,2,ODI,Australia,Sydney,24 Feb 2008
Yuvraj Singh,5,6,3,1,0,166.66,2,ODI,Australia,Sydney,24 Feb 2008
MS Dhoni,36,84,66,4,0,54.54,2,ODI,Australia,Sydney,24 Feb 2008
RV Uthappa,51,95,46,4,1,110.86,2,ODI,Australia,Sydney,24 Feb 2008
IK Pathan,22,25,21,2,0,104.76,2,ODI,Australia,Sydney,24 Feb 2008
Harbhajan Singh,20,16,11,3,0,181.81,2,ODI,Australia,Sydney,24 Feb 2008
S Sreesanth,3*,2,4,0,0,75.00,2,ODI,Australia,Sydney,24 Feb 2008
I Sharma,2,-,4,0,0,50.00,2,ODI,Australia,Sydney,24 Feb 2008
RV Uthappa,11,7,9,2,0,122.22,2,ODI,Sri Lanka,Hobart,26 Feb 2008
SR Tendulkar,63,92,54,10,0,116.66,2,ODI,Sri Lanka,Hobart,26 Feb 2008
G Gambhir,63*,125,89,5,0,70.78,2,ODI,Sri Lanka,Hobart,26 Feb 2008
Yuvraj Singh,36,31,35,4,1,102.85,2,ODI,Sri Lanka,Hobart,26 Feb 2008
RG Sharma,3*,8,7,0,0,42.85,2,ODI,Sri Lanka,Hobart,26 Feb 2008
MM Patel,DNB,-,-,-,-,-,2,ODI,Sri Lanka,Hobart,26 Feb 2008
IK Pathan,DNB,-,-,-,-,-,2,ODI,Sri Lanka,Hobart,26 Feb 2008
MS Dhoni,DNB,-,-,-,-,-,2,ODI,Sri Lanka,Hobart,26 Feb 2008
Harbhajan Singh,DNB,-,-,-,-,-,2,ODI,Sri Lanka,Hobart,26 Feb 2008
I Sharma,DNB,-,-,-,-,-,2,ODI,Sri Lanka,Hobart,26 Feb 2008
P Kumar,DNB,-,-,-,-,-,2,ODI,Sri Lanka,Hobart,26 Feb 2008
RV Uthappa,17,74,33,2,0,51.51,2,ODI,Australia,Sydney,02 Mar 2008
SR Tendulkar,117*,235,120,10,0,97.50,2,ODI,Australia,Sydney,02 Mar 2008
G Gambhir,3,9,4,0,0,75.00,2,ODI,Australia,Sydney,02 Mar 2008
Yuvraj Singh,10,33,21,1,0,47.61,2,ODI,Australia,Sydney,02 Mar 2008
RG Sharma,66,108,87,6,0,75.86,2,ODI,Australia,Sydney,02 Mar 2008
MS Dhoni,15*,21,12,3,0,125.00,2,ODI,Australia,Sydney,02 Mar 2008
I Sharma,DNB,-,-,-,-,-,2,ODI,Australia,Sydney,02 Mar 2008
P Kumar,DNB,-,-,-,-,-,2,ODI,Australia,Sydney,02 Mar 2008
PP Chawla,DNB,-,-,-,-,-,2,ODI,Australia,Sydney,02 Mar 2008
IK Pathan,DNB,-,-,-,-,-,2,ODI,Australia,Sydney,02 Mar 2008
Harbhajan Singh,DNB,-,-,-,-,-,2,ODI,Australia,Sydney,02 Mar 2008
RV Uthappa,30,99,49,1,0,61.22,1,ODI,Australia,Brisbane,04 Mar 2008
SR Tendulkar,91,176,121,7,0,75.20,1,ODI,Australia,Brisbane,04 Mar 2008
G Gambhir,15,21,16,1,0,93.75,1,ODI,Australia,Brisbane,04 Mar 2008
Yuvraj Singh,38,27,38,2,2,100.00,1,ODI,Australia,Brisbane,04 Mar 2008
MS Dhoni,36,52,37,2,1,97.29,1,ODI,Australia,Brisbane,04 Mar 2008
RG Sharma,2,6,5,0,0,40.00,1,ODI,Australia,Brisbane,04 Mar 2008
IK Pathan,12,24,20,1,0,60.00,1,ODI,Australia,Brisbane,04 Mar 2008
Harbhajan Singh,3,7,3,0,0,100.00,1,ODI,Australia,Brisbane,04 Mar 2008
P Kumar,7,7,7,1,0,100.00,1,ODI,Australia,Brisbane,04 Mar 2008
PP Chawla,6*,8,2,1,0,300.00,1,ODI,Australia,Brisbane,04 Mar 2008
S Sreesanth,1*,4,2,0,0,50.00,1,ODI,Australia,Brisbane,04 Mar 2008
W Jaffer,73,250,166,6,1,43.97,2,Test,South Africa,Chennai,26 Mar 2008
V Sehwag,319,530,304,42,5,104.93,2,Test,South Africa,Chennai,26 Mar 2008
R Dravid,111,396,291,15,0,38.14,2,Test,South Africa,Chennai,26 Mar 2008
SR Tendulkar,0,9,5,0,0,0.00,2,Test,South Africa,Chennai,26 Mar 2008
SC Ganguly,24,56,29,4,0,82.75,2,Test,South Africa,Chennai,26 Mar 2008
VVS Laxman,39,162,64,4,0,60.93,2,Test,South Africa,Chennai,26 Mar 2008
MS Dhoni,16,49,33,2,0,48.48,2,Test,South Africa,Chennai,26 Mar 2008
A Kumble,3,23,18,0,0,16.66,2,Test,South Africa,Chennai,26 Mar 2008
Harbhajan Singh,0,3,2,0,0,0.00,2,Test,South Africa,Chennai,26 Mar 2008
RP Singh,0,8,8,0,0,0.00,2,Test,South Africa,Chennai,26 Mar 2008
S Sreesanth,4*,25,15,0,0,26.66,2,Test,South Africa,Chennai,26 Mar 2008
W Jaffer,9,17,14,2,0,64.28,1,Test,South Africa,Ahmedabad,03 Apr 2008
V Sehwag,6,23,12,1,0,50.00,1,Test,South Africa,Ahmedabad,03 Apr 2008
R Dravid,3,51,26,0,0,11.53,1,Test,South Africa,Ahmedabad,03 Apr 2008
VVS Laxman,3,13,7,0,0,42.85,1,Test,South Africa,Ahmedabad,03 Apr 2008
SC Ganguly,0,3,2,0,0,0.00,1,Test,South Africa,Ahmedabad,03 Apr 2008
MS Dhoni,14,33,22,3,0,63.63,1,Test,South Africa,Ahmedabad,03 Apr 2008
IK Pathan,21*,39,17,3,0,123.52,1,Test,South Africa,Ahmedabad,03 Apr 2008
A Kumble,0,3,2,0,0,0.00,1,Test,South Africa,Ahmedabad,03 Apr 2008
Harbhajan Singh,1,5,6,0,0,16.66,1,Test,South Africa,Ahmedabad,03 Apr 2008
RP Singh,0,19,11,0,0,0.00,1,Test,South Africa,Ahmedabad,03 Apr 2008
S Sreesanth,0,3,3,0,0,0.00,1,Test,South Africa,Ahmedabad,03 Apr 2008
V Sehwag,17,32,20,1,2,85.00,3,Test,South Africa,Ahmedabad,03 Apr 2008
W Jaffer,19,97,53,2,0,35.84,3,Test,South Africa,Ahmedabad,03 Apr 2008
R Dravid,17,55,41,2,0,41.46,3,Test,South Africa,Ahmedabad,03 Apr 2008
VVS Laxman,35,77,45,6,0,77.77,3,Test,South Africa,Ahmedabad,03 Apr 2008
SC Ganguly,87,229,149,8,0,58.38,3,Test,South Africa,Ahmedabad,03 Apr 2008
MS Dhoni,52,200,132,5,0,39.39,3,Test,South Africa,Ahmedabad,03 Apr 2008
IK Pathan,43*,120,77,4,1,55.84,3,Test,South Africa,Ahmedabad,03 Apr 2008
A Kumble,5,12,12,1,0,41.66,3,Test,South Africa,Ahmedabad,03 Apr 2008
Harbhajan Singh,4,23,18,0,0,22.22,3,Test,South Africa,Ahmedabad,03 Apr 2008
RP Singh,8,23,11,2,0,72.72,3,Test,South Africa,Ahmedabad,03 Apr 2008
S Sreesanth,17,19,13,2,1,130.76,3,Test,South Africa,Ahmedabad,03 Apr 2008
W Jaffer,15,50,34,3,0,44.11,2,Test,South Africa,Kanpur,11 Apr 2008
V Sehwag,8,21,14,2,0,57.14,2,Test,South Africa,Kanpur,11 Apr 2008
R Dravid,29,151,106,4,0,27.35,2,Test,South Africa,Kanpur,11 Apr 2008
VVS Laxman,50,138,103,7,0,48.54,2,Test,South Africa,Kanpur,11 Apr 2008
SC Ganguly,87,219,119,9,1,73.10,2,Test,South Africa,Kanpur,11 Apr 2008
Yuvraj Singh,32,75,57,6,0,56.14,2,Test,South Africa,Kanpur,11 Apr 2008
MS Dhoni,32,74,54,5,0,59.25,2,Test,South Africa,Kanpur,11 Apr 2008
Harbhajan Singh,6,32,21,0,0,28.57,2,Test,South Africa,Kanpur,11 Apr 2008
PP Chawla,4,17,12,1,0,33.33,2,Test,South Africa,Kanpur,11 Apr 2008
S Sreesanth,29,64,44,5,0,65.90,2,Test,South Africa,Kanpur,11 Apr 2008
I Sharma,14*,62,38,2,0,36.84,2,Test,South Africa,Kanpur,11 Apr 2008
W Jaffer,10,20,11,2,0,90.90,4,Test,South Africa,Kanpur,11 Apr 2008
V Sehwag,22,15,12,1,2,183.33,4,Test,South Africa,Kanpur,11 Apr 2008
SC Ganguly,13*,41,28,2,0,46.42,4,Test,South Africa,Kanpur,11 Apr 2008
R Dravid,18*,36,29,4,0,62.06,4,Test,South Africa,Kanpur,11 Apr 2008
MS Dhoni,DNB,-,-,-,-,-,4,Test,South Africa,Kanpur,11 Apr 2008
Harbhajan Singh,DNB,-,-,-,-,-,4,Test,South Africa,Kanpur,11 Apr 2008
VVS Laxman,DNB,-,-,-,-,-,4,Test,South Africa,Kanpur,11 Apr 2008
I Sharma,DNB,-,-,-,-,-,4,Test,South Africa,Kanpur,11 Apr 2008
PP Chawla,DNB,-,-,-,-,-,4,Test,South Africa,Kanpur,11 Apr 2008
S Sreesanth,DNB,-,-,-,-,-,4,Test,South Africa,Kanpur,11 Apr 2008
Yuvraj Singh,DNB,-,-,-,-,-,4,Test,South Africa,Kanpur,11 Apr 2008
G Gambhir,62,113,62,6,0,100.00,1,ODI,Pakistan,Dhaka,10 Jun 2008
V Sehwag,89,126,76,13,1,117.10,1,ODI,Pakistan,Dhaka,10 Jun 2008
Yuvraj Singh,55,94,54,3,3,101.85,1,ODI,Pakistan,Dhaka,10 Jun 2008
YK Pathan,3,23,12,0,0,25.00,1,ODI,Pakistan,Dhaka,10 Jun 2008
RG Sharma,9,28,27,0,0,33.33,1,ODI,Pakistan,Dhaka,10 Jun 2008
MS Dhoni,24,23,23,5,0,104.34,1,ODI,Pakistan,Dhaka,10 Jun 2008
SK Raina,26,47,22,0,2,118.18,1,ODI,Pakistan,Dhaka,10 Jun 2008
IK Pathan,18,28,18,1,0,100.00,1,ODI,Pakistan,Dhaka,10 Jun 2008
P Kumar,6*,8,7,0,0,85.71,1,ODI,Pakistan,Dhaka,10 Jun 2008
PP Chawla,0*,5,2,0,0,0.00,1,ODI,Pakistan,Dhaka,10 Jun 2008
I Sharma,DNB,-,-,-,-,-,1,ODI,Pakistan,Dhaka,10 Jun 2008
G Gambhir,107*,144,101,13,1,105.94,2,ODI,Bangladesh,Dhaka,12 Jun 2008
V Sehwag,59,46,32,7,2,184.37,2,ODI,Bangladesh,Dhaka,12 Jun 2008
RG Sharma,26,50,43,1,1,60.46,2,ODI,Bangladesh,Dhaka,12 Jun 2008
Yuvraj Singh,26,37,33,1,1,78.78,2,ODI,Bangladesh,Dhaka,12 Jun 2008
SK Raina,0*,8,2,0,0,0.00,2,ODI,Bangladesh,Dhaka,12 Jun 2008
P Kumar,DNB,-,-,-,-,-,2,ODI,Bangladesh,Dhaka,12 Jun 2008
PP Chawla,DNB,-,-,-,-,-,2,ODI,Bangladesh,Dhaka,12 Jun 2008
RP Singh,DNB,-,-,-,-,-,2,ODI,Bangladesh,Dhaka,12 Jun 2008
YK Pathan,DNB,-,-,-,-,-,2,ODI,Bangladesh,Dhaka,12 Jun 2008
IK Pathan,DNB,-,-,-,-,-,2,ODI,Bangladesh,Dhaka,12 Jun 2008
MS Dhoni,DNB,-,-,-,-,-,2,ODI,Bangladesh,Dhaka,12 Jun 2008
G Gambhir,40,62,33,4,1,121.21,2,ODI,Pakistan,Dhaka,14 Jun 2008
V Sehwag,2,7,8,0,0,25.00,2,ODI,Pakistan,Dhaka,14 Jun 2008
RG Sharma,24,43,27,5,0,88.88,2,ODI,Pakistan,Dhaka,14 Jun 2008
YK Pathan,25,39,25,4,0,100.00,2,ODI,Pakistan,Dhaka,14 Jun 2008
Yuvraj Singh,56,83,59,5,1,94.91,2,ODI,Pakistan,Dhaka,14 Jun 2008
SK Raina,24,43,32,2,0,75.00,2,ODI,Pakistan,Dhaka,14 Jun 2008
MS Dhoni,64,95,59,3,2,108.47,2,ODI,Pakistan,Dhaka,14 Jun 2008
IK Pathan,28,52,35,1,1,80.00,2,ODI,Pakistan,Dhaka,14 Jun 2008
P Kumar,5,12,8,0,0,62.50,2,ODI,Pakistan,Dhaka,14 Jun 2008
PP Chawla,2,12,5,0,0,40.00,2,ODI,Pakistan,Dhaka,14 Jun 2008
I Sharma,0*,5,1,0,0,0.00,2,ODI,Pakistan,Dhaka,14 Jun 2008
G Gambhir,51,75,54,7,0,94.44,1,ODI,Hong Kong,Karachi,25 Jun 2008
V Sehwag,78,58,44,13,2,177.27,1,ODI,Hong Kong,Karachi,25 Jun 2008
RG Sharma,11,37,29,0,0,37.93,1,ODI,Hong Kong,Karachi,25 Jun 2008
MS Dhoni,109*,121,96,6,6,113.54,1,ODI,Hong Kong,Karachi,25 Jun 2008
SK Raina,101,80,68,7,5,148.52,1,ODI,Hong Kong,Karachi,25 Jun 2008
RV Uthappa,15*,19,9,0,1,166.66,1,ODI,Hong Kong,Karachi,25 Jun 2008
MS Gony,DNB,-,-,-,-,-,1,ODI,Hong Kong,Karachi,25 Jun 2008
P Kumar,DNB,-,-,-,-,-,1,ODI,Hong Kong,Karachi,25 Jun 2008
PP Chawla,DNB,-,-,-,-,-,1,ODI,Hong Kong,Karachi,25 Jun 2008
RP Singh,DNB,-,-,-,-,-,1,ODI,Hong Kong,Karachi,25 Jun 2008
YK Pathan,DNB,-,-,-,-,-,1,ODI,Hong Kong,Karachi,25 Jun 2008
G Gambhir,9,19,12,2,0,75.00,2,ODI,Pakistan,Karachi,26 Jun 2008
V Sehwag,119,150,95,12,5,125.26,2,ODI,Pakistan,Karachi,26 Jun 2008
SK Raina,84,110,69,10,3,121.73,2,ODI,Pakistan,Karachi,26 Jun 2008
Yuvraj Singh,48,54,47,1,3,102.12,2,ODI,Pakistan,Karachi,26 Jun 2008
MS Dhoni,26*,38,30,0,1,86.66,2,ODI,Pakistan,Karachi,26 Jun 2008
RG Sharma,0*,3,1,0,0,0.00,2,ODI,Pakistan,Karachi,26 Jun 2008
I Sharma,DNB,-,-,-,-,-,2,ODI,Pakistan,Karachi,26 Jun 2008
P Kumar,DNB,-,-,-,-,-,2,ODI,Pakistan,Karachi,26 Jun 2008
PP Chawla,DNB,-,-,-,-,-,2,ODI,Pakistan,Karachi,26 Jun 2008
RP Singh,DNB,-,-,-,-,-,2,ODI,Pakistan,Karachi,26 Jun 2008
YK Pathan,DNB,-,-,-,-,-,2,ODI,Pakistan,Karachi,26 Jun 2008
G Gambhir,90,134,84,10,1,107.14,2,ODI,Bangladesh,Karachi,28 Jun 2008
RV Uthappa,2,13,11,0,0,18.18,2,ODI,Bangladesh,Karachi,28 Jun 2008
RG Sharma,22,28,23,2,0,95.65,2,ODI,Bangladesh,Karachi,28 Jun 2008
SK Raina,116*,144,107,11,3,108.41,2,ODI,Bangladesh,Karachi,28 Jun 2008
Yuvraj Singh,36*,52,35,2,2,102.85,2,ODI,Bangladesh,Karachi,28 Jun 2008
MS Dhoni,DNB,-,-,-,-,-,2,ODI,Bangladesh,Karachi,28 Jun 2008
MS Gony,DNB,-,-,-,-,-,2,ODI,Bangladesh,Karachi,28 Jun 2008
I Sharma,DNB,-,-,-,-,-,2,ODI,Bangladesh,Karachi,28 Jun 2008
PP Ojha,DNB,-,-,-,-,-,2,ODI,Bangladesh,Karachi,28 Jun 2008
RP Singh,DNB,-,-,-,-,-,2,ODI,Bangladesh,Karachi,28 Jun 2008
YK Pathan,DNB,-,-,-,-,-,2,ODI,Bangladesh,Karachi,28 Jun 2008
G Gambhir,35,57,32,4,0,109.37,1,ODI,Pakistan,Karachi,02 Jul 2008
V Sehwag,49,64,33,6,2,148.48,1,ODI,Pakistan,Karachi,02 Jul 2008
SK Raina,1,12,6,0,0,16.66,1,ODI,Pakistan,Karachi,02 Jul 2008
Yuvraj Singh,37,38,32,4,1,115.62,1,ODI,Pakistan,Karachi,02 Jul 2008
MS Dhoni,76,150,96,4,0,79.16,1,ODI,Pakistan,Karachi,02 Jul 2008
RG Sharma,58,81,71,4,0,81.69,1,ODI,Pakistan,Karachi,02 Jul 2008
YK Pathan,0,6,4,0,0,0.00,1,ODI,Pakistan,Karachi,02 Jul 2008
IK Pathan,38*,34,25,4,0,152.00,1,ODI,Pakistan,Karachi,02 Jul 2008
P Kumar,1*,5,1,0,0,100.00,1,ODI,Pakistan,Karachi,02 Jul 2008
I Sharma,DNB,-,-,-,-,-,1,ODI,Pakistan,Karachi,02 Jul 2008
PP Chawla,DNB,-,-,-,-,-,1,ODI,Pakistan,Karachi,02 Jul 2008
G Gambhir,68,95,61,11,0,111.47,2,ODI,Sri Lanka,Karachi,03 Jul 2008
V Sehwag,42,53,34,6,1,123.52,2,ODI,Sri Lanka,Karachi,03 Jul 2008
