player,runs,mins,bf,4s,6s,sr,inns,match_type,opposition,ground,start_date
V Sehwag,12,13,7,1,1,171.42,2,ODI,Australia,Sydney,08 Feb 2004
SR Tendulkar,27,38,40,4,0,67.50,2,ODI,Australia,Sydney,08 Feb 2004
VVS Laxman,5,30,7,1,0,71.42,2,ODI,Australia,Sydney,08 Feb 2004
SC Ganguly,3,31,15,0,0,20.00,2,ODI,Australia,Sydney,08 Feb 2004
R Dravid,0,17,11,0,0,0.00,2,ODI,Australia,Sydney,08 Feb 2004
Yuvraj Singh,4,19,15,1,0,26.66,2,ODI,Australia,Sydney,08 Feb 2004
HK Badani,18,43,27,0,1,66.66,2,ODI,Australia,Sydney,08 Feb 2004
IK Pathan,30,53,41,6,0,73.17,2,ODI,Australia,Sydney,08 Feb 2004
M Kartik,23,32,25,3,0,92.00,2,ODI,Australia,Sydney,08 Feb 2004
L Balaji,2,16,10,0,0,20.00,2,ODI,Australia,Sydney,08 Feb 2004
A Nehra,14*,5,4,2,1,350.00,2,ODI,Australia,Sydney,08 Feb 2004
V Sehwag,79,85,57,14,1,138.59,1,ODI,Pakistan,Karachi,13 Mar 2004
SR Tendulkar,28,49,35,4,1,80.00,1,ODI,Pakistan,Karachi,13 Mar 2004
SC Ganguly,45,82,47,3,2,95.74,1,ODI,Pakistan,Karachi,13 Mar 2004
R Dravid,99,127,104,8,0,95.19,1,ODI,Pakistan,Karachi,13 Mar 2004
Yuvraj Singh,3,11,9,0,0,33.33,1,ODI,Pakistan,Karachi,13 Mar 2004
M Kaif,46,72,56,4,0,82.14,1,ODI,Pakistan,Karachi,13 Mar 2004
HK Badani,8*,14,5,1,0,160.00,1,ODI,Pakistan,Karachi,13 Mar 2004
Z Khan,0,3,2,0,0,0.00,1,ODI,Pakistan,Karachi,13 Mar 2004
M Kartik,3*,6,5,0,0,60.00,1,ODI,Pakistan,Karachi,13 Mar 2004
L Balaji,DNB,-,-,-,-,-,1,ODI,Pakistan,Karachi,13 Mar 2004
A Nehra,DNB,-,-,-,-,-,1,ODI,Pakistan,Karachi,13 Mar 2004
V Sehwag,26,35,21,4,0,123.80,2,ODI,Pakistan,Rawalpindi,16 Mar 2004
SR Tendulkar,141,173,135,17,1,104.44,2,ODI,Pakistan,Rawalpindi,16 Mar 2004
VVS Laxman,4,17,7,0,0,57.14,2,ODI,Pakistan,Rawalpindi,16 Mar 2004
SC Ganguly,15,55,38,1,0,39.47,2,ODI,Pakistan,Rawalpindi,16 Mar 2004
R Dravid,36,74,45,2,0,80.00,2,ODI,Pakistan,Rawalpindi,16 Mar 2004
Yuvraj Singh,19,30,20,2,0,95.00,2,ODI,Pakistan,Rawalpindi,16 Mar 2004
M Kaif,7,18,9,0,0,77.77,2,ODI,Pakistan,Rawalpindi,16 Mar 2004
RR Powar,18*,21,11,3,0,163.63,2,ODI,Pakistan,Rawalpindi,16 Mar 2004
Z Khan,0,1,1,0,0,0.00,2,ODI,Pakistan,Rawalpindi,16 Mar 2004
L Balaji,14,12,10,3,0,140.00,2,ODI,Pakistan,Rawalpindi,16 Mar 2004
A Nehra,0,1,1,0,0,0.00,2,ODI,Pakistan,Rawalpindi,16 Mar 2004
V Sehwag,13,29,18,3,0,72.22,1,ODI,Pakistan,Peshawar,19 Mar 2004
SR Tendulkar,0,7,5,0,0,0.00,1,ODI,Pakistan,Peshawar,19 Mar 2004
VVS Laxman,3,33,20,0,0,15.00,1,ODI,Pakistan,Peshawar,19 Mar 2004
R Dravid,33,106,86,4,0,38.37,1,ODI,Pakistan,Peshawar,19 Mar 2004
SC Ganguly,39,64,41,5,1,95.12,1,ODI,Pakistan,Peshawar,19 Mar 2004
Yuvraj Singh,65,99,76,7,1,85.52,1,ODI,Pakistan,Peshawar,19 Mar 2004
M Kaif,1,4,4,0,0,25.00,1,ODI,Pakistan,Peshawar,19 Mar 2004
RR Powar,14,19,18,2,0,77.77,1,ODI,Pakistan,Peshawar,19 Mar 2004
IK Pathan,16,26,21,0,1,76.19,1,ODI,Pakistan,Peshawar,19 Mar 2004
L Balaji,21*,21,12,3,1,175.00,1,ODI,Pakistan,Peshawar,19 Mar 2004
Z Khan,6*,3,3,1,0,200.00,1,ODI,Pakistan,Peshawar,19 Mar 2004
V Sehwag,26,53,29,5,0,89.65,2,ODI,Pakistan,Lahore,21 Mar 2004
SR Tendulkar,7,22,13,1,0,53.84,2,ODI,Pakistan,Lahore,21 Mar 2004
VVS Laxman,20,23,18,4,0,111.11,2,ODI,Pakistan,Lahore,21 Mar 2004
SC Ganguly,21,23,15,2,1,140.00,2,ODI,Pakistan,Lahore,21 Mar 2004
R Dravid,76*,141,92,9,0,82.60,2,ODI,Pakistan,Lahore,21 Mar 2004
Yuvraj Singh,36,44,35,5,0,102.85,2,ODI,Pakistan,Lahore,21 Mar 2004
M Kaif,71*,79,77,8,0,92.20,2,ODI,Pakistan,Lahore,21 Mar 2004
IK Pathan,DNB,-,-,-,-,-,2,ODI,Pakistan,Lahore,21 Mar 2004
L Balaji,DNB,-,-,-,-,-,2,ODI,Pakistan,Lahore,21 Mar 2004
Z Khan,DNB,-,-,-,-,-,2,ODI,Pakistan,Lahore,21 Mar 2004
M Kartik,DNB,-,-,-,-,-,2,ODI,Pakistan,Lahore,21 Mar 2004
V Sehwag,20,26,22,4,0,90.90,1,ODI,Pakistan,Lahore,24 Mar 2004
SR Tendulkar,37,60,48,7,0,77.08,1,ODI,Pakistan,Lahore,24 Mar 2004
VVS Laxman,107,158,104,11,0,102.88,1,ODI,Pakistan,Lahore,24 Mar 2004
SC Ganguly,45,69,64,5,0,70.31,1,ODI,Pakistan,Lahore,24 Mar 2004
R Dravid,4,18,10,0,0,40.00,1,ODI,Pakistan,Lahore,24 Mar 2004
Yuvraj Singh,18,22,19,2,0,94.73,1,ODI,Pakistan,Lahore,24 Mar 2004
M Kaif,16,27,20,0,0,80.00,1,ODI,Pakistan,Lahore,24 Mar 2004
IK Pathan,20*,23,12,3,0,166.66,1,ODI,Pakistan,Lahore,24 Mar 2004
L Balaji,10*,9,6,0,1,166.66,1,ODI,Pakistan,Lahore,24 Mar 2004
Z Khan,DNB,-,-,-,-,-,1,ODI,Pakistan,Lahore,24 Mar 2004
M Kartik,DNB,-,-,-,-,-,1,ODI,Pakistan,Lahore,24 Mar 2004
A Chopra,42,163,121,5,0,34.71,1,Test,Pakistan,Multan,28 Mar 2004
V Sehwag,309,531,375,39,6,82.40,1,Test,Pakistan,Multan,28 Mar 2004
R Dravid,6,12,10,1,0,60.00,1,Test,Pakistan,Multan,28 Mar 2004
SR Tendulkar,194*,493,348,21,0,55.74,1,Test,Pakistan,Multan,28 Mar 2004
VVS Laxman,29,66,58,0,0,50.00,1,Test,Pakistan,Multan,28 Mar 2004
Yuvraj Singh,59,71,66,8,0,89.39,1,Test,Pakistan,Multan,28 Mar 2004
IK Pathan,DNB,-,-,-,-,-,1,Test,Pakistan,Multan,28 Mar 2004
PA Patel,DNB,-,-,-,-,-,1,Test,Pakistan,Multan,28 Mar 2004
L Balaji,DNB,-,-,-,-,-,1,Test,Pakistan,Multan,28 Mar 2004
Z Khan,DNB,-,-,-,-,-,1,Test,Pakistan,Multan,28 Mar 2004
A Kumble,DNB,-,-,-,-,-,1,Test,Pakistan,Multan,28 Mar 2004
A Chopra,4,10,7,1,0,57.14,1,Test,Pakistan,Lahore,05 Apr 2004
V Sehwag,39,66,43,6,1,90.69,1,Test,Pakistan,Lahore,05 Apr 2004
R Dravid,33,123,72,6,0,45.83,1,Test,Pakistan,Lahore,05 Apr 2004
SR Tendulkar,2,10,6,0,0,33.33,1,Test,Pakistan,Lahore,05 Apr 2004
VVS Laxman,11,28,21,2,0,52.38,1,Test,Pakistan,Lahore,05 Apr 2004
Yuvraj Singh,112,197,129,15,2,86.82,1,Test,Pakistan,Lahore,05 Apr 2004
PA Patel,0,7,2,0,0,0.00,1,Test,Pakistan,Lahore,05 Apr 2004
AB Agarkar,2,14,7,0,0,28.57,1,Test,Pakistan,Lahore,05 Apr 2004
IK Pathan,49,104,80,7,1,61.25,1,Test,Pakistan,Lahore,05 Apr 2004
L Balaji,0,6,6,0,0,0.00,1,Test,Pakistan,Lahore,05 Apr 2004
A Kumble,6*,34,20,1,0,30.00,1,Test,Pakistan,Lahore,05 Apr 2004
A Chopra,5,31,27,1,0,18.51,3,Test,Pakistan,Lahore,05 Apr 2004
V Sehwag,90,214,134,14,0,67.16,3,Test,Pakistan,Lahore,05 Apr 2004
R Dravid,0,3,0,0,0,-,3,Test,Pakistan,Lahore,05 Apr 2004
SR Tendulkar,8,17,11,1,0,72.72,3,Test,Pakistan,Lahore,05 Apr 2004
VVS Laxman,13,44,27,2,0,48.14,3,Test,Pakistan,Lahore,05 Apr 2004
Yuvraj Singh,12,24,19,2,0,63.15,3,Test,Pakistan,Lahore,05 Apr 2004
PA Patel,62*,172,107,10,0,57.94,3,Test,Pakistan,Lahore,05 Apr 2004
IK Pathan,0,4,4,0,0,0.00,3,Test,Pakistan,Lahore,05 Apr 2004
AB Agarkar,36,64,49,8,0,73.46,3,Test,Pakistan,Lahore,05 Apr 2004
A Kumble,0,8,3,0,0,0.00,3,Test,Pakistan,Lahore,05 Apr 2004
L Balaji,0,1,1,0,0,0.00,3,Test,Pakistan,Lahore,05 Apr 2004
V Sehwag,0,1,1,0,0,0.00,2,Test,Pakistan,Rawalpindi,13 Apr 2004
PA Patel,69,203,141,10,0,48.93,2,Test,Pakistan,Rawalpindi,13 Apr 2004
R Dravid,270,740,495,34,1,54.54,2,Test,Pakistan,Rawalpindi,13 Apr 2004
SR Tendulkar,1,6,3,0,0,33.33,2,Test,Pakistan,Rawalpindi,13 Apr 2004
VVS Laxman,71,153,99,12,0,71.71,2,Test,Pakistan,Rawalpindi,13 Apr 2004
SC Ganguly,77,175,128,12,0,60.15,2,Test,Pakistan,Rawalpindi,13 Apr 2004
Yuvraj Singh,47,121,119,7,0,39.49,2,Test,Pakistan,Rawalpindi,13 Apr 2004
IK Pathan,15,40,35,2,0,42.85,2,Test,Pakistan,Rawalpindi,13 Apr 2004
A Kumble,9,27,28,0,1,32.14,2,Test,Pakistan,Rawalpindi,13 Apr 2004
L Balaji,11,18,6,1,1,183.33,2,Test,Pakistan,Rawalpindi,13 Apr 2004
A Nehra,1*,7,9,0,0,11.11,2,Test,Pakistan,Rawalpindi,13 Apr 2004
V Sehwag,0,3,3,0,0,0.00,1,ODI,U.A.E.,Dambulla,16 Jul 2004
SR Tendulkar,18,39,25,2,0,72.00,1,ODI,U.A.E.,Dambulla,16 Jul 2004
SC Ganguly,56,147,102,2,0,54.90,1,ODI,U.A.E.,Dambulla,16 Jul 2004
VVS Laxman,14,44,21,1,1,66.66,1,ODI,U.A.E.,Dambulla,16 Jul 2004
R Dravid,104,120,93,8,0,111.82,1,ODI,U.A.E.,Dambulla,16 Jul 2004
Yuvraj Singh,22,23,25,2,0,88.00,1,ODI,U.A.E.,Dambulla,16 Jul 2004
M Kaif,31*,32,30,2,0,103.33,1,ODI,U.A.E.,Dambulla,16 Jul 2004
IK Pathan,1*,2,1,0,0,100.00,1,ODI,U.A.E.,Dambulla,16 Jul 2004
A Kumble,DNB,-,-,-,-,-,1,ODI,U.A.E.,Dambulla,16 Jul 2004
L Balaji,DNB,-,-,-,-,-,1,ODI,U.A.E.,Dambulla,16 Jul 2004
Z Khan,DNB,-,-,-,-,-,1,ODI,U.A.E.,Dambulla,16 Jul 2004
SR Tendulkar,11,17,13,2,0,84.61,2,ODI,Sri Lanka,Dambulla,18 Jul 2004
PA Patel,6,34,16,0,0,37.50,2,ODI,Sri Lanka,Dambulla,18 Jul 2004
V Sehwag,37,50,39,5,0,94.87,2,ODI,Sri Lanka,Dambulla,18 Jul 2004
SC Ganguly,6,39,16,1,0,37.50,2,ODI,Sri Lanka,Dambulla,18 Jul 2004
R Dravid,82,136,100,8,1,82.00,2,ODI,Sri Lanka,Dambulla,18 Jul 2004
Yuvraj Singh,47,107,78,4,0,60.25,2,ODI,Sri Lanka,Dambulla,18 Jul 2004
M Kaif,22,30,21,2,0,104.76,2,ODI,Sri Lanka,Dambulla,18 Jul 2004
IK Pathan,15*,24,12,1,1,125.00,2,ODI,Sri Lanka,Dambulla,18 Jul 2004
L Balaji,10,12,9,0,0,111.11,2,ODI,Sri Lanka,Dambulla,18 Jul 2004
Z Khan,0*,3,2,0,0,0.00,2,ODI,Sri Lanka,Dambulla,18 Jul 2004
A Kumble,DNB,-,-,-,-,-,2,ODI,Sri Lanka,Dambulla,18 Jul 2004
V Sehwag,16,8,8,3,0,200.00,2,ODI,Bangladesh,Colombo (SSC),21 Jul 2004
SR Tendulkar,82*,157,126,10,1,65.07,2,ODI,Bangladesh,Colombo (SSC),21 Jul 2004
SC Ganguly,60,142,100,3,3,60.00,2,ODI,Bangladesh,Colombo (SSC),21 Jul 2004
VVS Laxman,1*,6,3,0,0,33.33,2,ODI,Bangladesh,Colombo (SSC),21 Jul 2004
IK Pathan,DNB,-,-,-,-,-,2,ODI,Bangladesh,Colombo (SSC),21 Jul 2004
L Balaji,DNB,-,-,-,-,-,2,ODI,Bangladesh,Colombo (SSC),21 Jul 2004
A Nehra,DNB,-,-,-,-,-,2,ODI,Bangladesh,Colombo (SSC),21 Jul 2004
Yuvraj Singh,DNB,-,-,-,-,-,2,ODI,Bangladesh,Colombo (SSC),21 Jul 2004
M Kaif,DNB,-,-,-,-,-,2,ODI,Bangladesh,Colombo (SSC),21 Jul 2004
Harbhajan Singh,DNB,-,-,-,-,-,2,ODI,Bangladesh,Colombo (SSC),21 Jul 2004
R Dravid,DNB,-,-,-,-,-,2,ODI,Bangladesh,Colombo (SSC),21 Jul 2004
V Sehwag,1,10,5,0,0,20.00,2,ODI,Pakistan,Colombo (RPS),25 Jul 2004
SR Tendulkar,78,192,103,6,0,75.72,2,ODI,Pakistan,Colombo (RPS),25 Jul 2004
SC Ganguly,39,52,45,5,1,86.66,2,ODI,Pakistan,Colombo (RPS),25 Jul 2004
R Dravid,5,16,9,0,0,55.55,2,ODI,Pakistan,Colombo (RPS),25 Jul 2004
Yuvraj Singh,28,37,29,4,0,96.55,2,ODI,Pakistan,Colombo (RPS),25 Jul 2004
M Kaif,3,15,18,0,0,16.66,2,ODI,Pakistan,Colombo (RPS),25 Jul 2004
IK Pathan,38,77,75,2,0,50.66,2,ODI,Pakistan,Colombo (RPS),25 Jul 2004
Harbhajan Singh,2,9,8,0,0,25.00,2,ODI,Pakistan,Colombo (RPS),25 Jul 2004
L Balaji,5*,17,11,0,0,45.45,2,ODI,Pakistan,Colombo (RPS),25 Jul 2004
A Kumble,4*,6,5,1,0,80.00,2,ODI,Pakistan,Colombo (RPS),25 Jul 2004
A Nehra,DNB,-,-,-,-,-,2,ODI,Pakistan,Colombo (RPS),25 Jul 2004
SR Tendulkar,18,30,21,3,0,85.71,1,ODI,Sri Lanka,Colombo (RPS),27 Jul 2004
V Sehwag,81,144,92,6,2,88.04,1,ODI,Sri Lanka,Colombo (RPS),27 Jul 2004
SC Ganguly,79,164,120,9,0,65.83,1,ODI,Sri Lanka,Colombo (RPS),27 Jul 2004
R Dravid,1,5,7,0,0,14.28,1,ODI,Sri Lanka,Colombo (RPS),27 Jul 2004
Yuvraj Singh,50,55,46,4,0,108.69,1,ODI,Sri Lanka,Colombo (RPS),27 Jul 2004
M Kaif,1,5,2,0,0,50.00,1,ODI,Sri Lanka,Colombo (RPS),27 Jul 2004
PA Patel,13*,14,10,1,0,130.00,1,ODI,Sri Lanka,Colombo (RPS),27 Jul 2004
IK Pathan,8*,9,6,0,0,133.33,1,ODI,Sri Lanka,Colombo (RPS),27 Jul 2004
Z Khan,DNB,-,-,-,-,-,1,ODI,Sri Lanka,Colombo (RPS),27 Jul 2004
Harbhajan Singh,DNB,-,-,-,-,-,1,ODI,Sri Lanka,Colombo (RPS),27 Jul 2004
A Kumble,DNB,-,-,-,-,-,1,ODI,Sri Lanka,Colombo (RPS),27 Jul 2004
V Sehwag,5,12,12,1,0,41.66,2,ODI,Sri Lanka,Colombo (RPS),01 Aug 2004
SR Tendulkar,74,170,100,7,1,74.00,2,ODI,Sri Lanka,Colombo (RPS),01 Aug 2004
SC Ganguly,4,22,20,0,0,20.00,2,ODI,Sri Lanka,Colombo (RPS),01 Aug 2004
VVS Laxman,12,55,34,1,0,35.29,2,ODI,Sri Lanka,Colombo (RPS),01 Aug 2004
R Dravid,16,24,28,0,0,57.14,2,ODI,Sri Lanka,Colombo (RPS),01 Aug 2004
Yuvraj Singh,8,30,29,0,0,27.58,2,ODI,Sri Lanka,Colombo (RPS),01 Aug 2004
M Kaif,5,16,15,0,0,33.33,2,ODI,Sri Lanka,Colombo (RPS),01 Aug 2004
IK Pathan,2,14,4,0,0,50.00,2,ODI,Sri Lanka,Colombo (RPS),01 Aug 2004
Harbhajan Singh,16,31,30,2,0,53.33,2,ODI,Sri Lanka,Colombo (RPS),01 Aug 2004
Z Khan,28*,27,24,1,2,116.66,2,ODI,Sri Lanka,Colombo (RPS),01 Aug 2004
A Nehra,8*,10,6,1,0,133.33,2,ODI,Sri Lanka,Colombo (RPS),01 Aug 2004
V Sehwag,17,14,15,2,0,113.33,2,ODI,Pakistan,Amstelveen,21 Aug 2004
SC Ganguly,25,51,29,3,0,86.20,2,ODI,Pakistan,Amstelveen,21 Aug 2004
VVS Laxman,37,73,51,2,1,72.54,2,ODI,Pakistan,Amstelveen,21 Aug 2004
R Dravid,0,5,1,0,0,0.00,2,ODI,Pakistan,Amstelveen,21 Aug 2004
Yuvraj Singh,13,34,24,0,0,54.16,2,ODI,Pakistan,Amstelveen,21 Aug 2004
M Kaif,10,17,15,0,0,66.66,2,ODI,Pakistan,Amstelveen,21 Aug 2004
RS Gavaskar,15,20,18,1,0,83.33,2,ODI,Pakistan,Amstelveen,21 Aug 2004
AB Agarkar,1,3,3,0,0,33.33,2,ODI,Pakistan,Amstelveen,21 Aug 2004
IK Pathan,1,5,2,0,0,50.00,2,ODI,Pakistan,Amstelveen,21 Aug 2004
L Balaji,2,5,3,0,0,66.66,2,ODI,Pakistan,Amstelveen,21 Aug 2004
A Kumble,1*,2,2,0,0,50.00,2,ODI,Pakistan,Amstelveen,21 Aug 2004
IK Pathan,TDNB,-,-,-,-,-,-,ODI,Australia,Amstelveen,23 Aug 2004
L Balaji,TDNB,-,-,-,-,-,-,ODI,Australia,Amstelveen,23 Aug 2004
A Nehra,TDNB,-,-,-,-,-,-,ODI,Australia,Amstelveen,23 Aug 2004
V Sehwag,TDNB,-,-,-,-,-,-,ODI,Australia,Amstelveen,23 Aug 2004
Yuvraj Singh,TDNB,-,-,-,-,-,-,ODI,Australia,Amstelveen,23 Aug 2004
M Kaif,TDNB,-,-,-,-,-,-,ODI,Australia,Amstelveen,23 Aug 2004
RS Gavaskar,TDNB,-,-,-,-,-,-,ODI,Australia,Amstelveen,23 Aug 2004
VVS Laxman,TDNB,-,-,-,-,-,-,ODI,Australia,Amstelveen,23 Aug 2004
R Dravid,TDNB,-,-,-,-,-,-,ODI,Australia,Amstelveen,23 Aug 2004
SC Ganguly,TDNB,-,-,-,-,-,-,ODI,Australia,Amstelveen,23 Aug 2004
A Kumble,TDNB,-,-,-,-,-,-,ODI,Australia,Amstelveen,23 Aug 2004
V Sehwag,4,11,12,0,0,33.33,1,ODI,England,Nottingham,01 Sep 2004
SC Ganguly,24,53,31,4,0,77.41,1,ODI,England,Nottingham,01 Sep 2004
VVS Laxman,29,49,35,4,0,82.85,1,ODI,England,Nottingham,01 Sep 2004
R Dravid,13,19,16,3,0,81.25,1,ODI,England,Nottingham,01 Sep 2004
Yuvraj Singh,4,25,6,1,0,66.66,1,ODI,England,Nottingham,01 Sep 2004
M Kaif,50,107,79,4,0,63.29,1,ODI,England,Nottingham,01 Sep 2004
RS Gavaskar,20,48,49,0,0,40.81,1,ODI,England,Nottingham,01 Sep 2004
IK Pathan,3,16,14,0,0,21.42,1,ODI,England,Nottingham,01 Sep 2004
A Kumble,9*,28,22,0,0,40.90,1,ODI,England,Nottingham,01 Sep 2004
L Balaji,0,2,1,0,0,0.00,1,ODI,England,Nottingham,01 Sep 2004
A Nehra,0,2,1,0,0,0.00,1,ODI,England,Nottingham,01 Sep 2004
SC Ganguly,7,15,10,1,0,70.00,2,ODI,England,The Oval,03 Sep 2004
V Sehwag,0,2,2,0,0,0.00,2,ODI,England,The Oval,03 Sep 2004
VVS Laxman,33,81,43,5,0,76.74,2,ODI,England,The Oval,03 Sep 2004
M Kaif,51,94,73,8,0,69.86,2,ODI,England,The Oval,03 Sep 2004
R Dravid,1,11,8,0,0,12.50,2,ODI,England,The Oval,03 Sep 2004
Yuvraj Singh,24,51,40,2,0,60.00,2,ODI,England,The Oval,03 Sep 2004
RS Gavaskar,13,18,17,2,0,76.47,2,ODI,England,The Oval,03 Sep 2004
AB Agarkar,22,30,20,2,2,110.00,2,ODI,England,The Oval,03 Sep 2004
IK Pathan,0,2,2,0,0,0.00,2,ODI,England,The Oval,03 Sep 2004
Harbhajan Singh,41*,48,39,5,1,105.12,2,ODI,England,The Oval,03 Sep 2004
L Balaji,18,40,30,1,0,60.00,2,ODI,England,The Oval,03 Sep 2004
SC Ganguly,90,152,119,5,3,75.63,1,ODI,England,Lord's,05 Sep 2004
VVS Laxman,9,34,27,1,0,33.33,1,ODI,England,Lord's,05 Sep 2004
M Kaif,2,26,10,0,0,20.00,1,ODI,England,Lord's,05 Sep 2004
V Sehwag,1,1,2,0,0,50.00,1,ODI,England,Lord's,05 Sep 2004
R Dravid,52,126,92,3,0,56.52,1,ODI,England,Lord's,05 Sep 2004
Yuvraj Singh,9,18,12,0,0,75.00,1,ODI,England,Lord's,05 Sep 2004
KD Karthik,1,10,12,0,0,8.33,1,ODI,England,Lord's,05 Sep 2004
Harbhajan Singh,0,1,1,0,0,0.00,1,ODI,England,Lord's,05 Sep 2004
IK Pathan,14,24,17,0,0,82.35,1,ODI,England,Lord's,05 Sep 2004
A Kumble,5,10,7,0,0,71.42,1,ODI,England,Lord's,05 Sep 2004
A Nehra,2*,4,2,0,0,100.00,1,ODI,England,Lord's,05 Sep 2004
SC Ganguly,90,173,124,8,0,72.58,1,ODI,Kenya,Southampton,11 Sep 2004
V Sehwag,17,41,27,2,0,62.96,1,ODI,Kenya,Southampton,11 Sep 2004
VVS Laxman,79,153,99,8,0,79.79,1,ODI,Kenya,Southampton,11 Sep 2004
Yuvraj Singh,9,13,9,1,0,100.00,1,ODI,Kenya,Southampton,11 Sep 2004
M Kaif,49*,30,29,5,0,168.96,1,ODI,Kenya,Southampton,11 Sep 2004
R Dravid,30*,22,16,3,1,187.50,1,ODI,Kenya,Southampton,11 Sep 2004
IK Pathan,DNB,-,-,-,-,-,1,ODI,Kenya,Southampton,11 Sep 2004
KD Karthik,DNB,-,-,-,-,-,1,ODI,Kenya,Southampton,11 Sep 2004
A Nehra,DNB,-,-,-,-,-,1,ODI,Kenya,Southampton,11 Sep 2004
Harbhajan Singh,DNB,-,-,-,-,-,1,ODI,Kenya,Southampton,11 Sep 2004
AB Agarkar,DNB,-,-,-,-,-,1,ODI,Kenya,Southampton,11 Sep 2004
SC Ganguly,0,3,5,0,0,0.00,1,ODI,Pakistan,Birmingham,19 Sep 2004
V Sehwag,10,40,20,0,0,50.00,1,ODI,Pakistan,Birmingham,19 Sep 2004
VVS Laxman,3,12,9,0,0,33.33,1,ODI,Pakistan,Birmingham,19 Sep 2004
M Kaif,27,69,59,3,0,45.76,1,ODI,Pakistan,Birmingham,19 Sep 2004
R Dravid,67,158,108,4,0,62.03,1,ODI,Pakistan,Birmingham,19 Sep 2004
Yuvraj Singh,0,2,3,0,0,0.00,1,ODI,Pakistan,Birmingham,19 Sep 2004
RS Gavaskar,13,52,43,0,0,30.23,1,ODI,Pakistan,Birmingham,19 Sep 2004
AB Agarkar,47,63,50,3,1,94.00,1,ODI,Pakistan,Birmingham,19 Sep 2004
IK Pathan,6,11,8,0,0,75.00,1,ODI,Pakistan,Birmingham,19 Sep 2004
Harbhajan Singh,3*,7,3,0,0,100.00,1,ODI,Pakistan,Birmingham,19 Sep 2004
A Nehra,0,2,2,0,0,0.00,1,ODI,Pakistan,Birmingham,19 Sep 2004
A Chopra,0,1,4,0,0,0.00,2,Test,Australia,Bengaluru,06 Oct 2004
V Sehwag,39,97,57,6,0,68.42,2,Test,Australia,Bengaluru,06 Oct 2004
R Dravid,0,9,5,0,0,0.00,2,Test,Australia,Bengaluru,06 Oct 2004
SC Ganguly,45,102,85,5,0,52.94,2,Test,Australia,Bengaluru,06 Oct 2004
VVS Laxman,31,75,50,5,0,62.00,2,Test,Australia,Bengaluru,06 Oct 2004
Yuvraj Singh,5,35,22,0,0,22.72,2,Test,Australia,Bengaluru,06 Oct 2004
PA Patel,46,210,125,5,0,36.80,2,Test,Australia,Bengaluru,06 Oct 2004
IK Pathan,31,122,96,3,0,32.29,2,Test,Australia,Bengaluru,06 Oct 2004
A Kumble,26,98,79,3,0,32.91,2,Test,Australia,Bengaluru,06 Oct 2004
Harbhajan Singh,8,28,15,0,0,53.33,2,Test,Australia,Bengaluru,06 Oct 2004
Z Khan,0*,1,1,0,0,0.00,2,Test,Australia,Bengaluru,06 Oct 2004
A Chopra,5,19,11,0,0,45.45,4,Test,Australia,Bengaluru,06 Oct 2004
V Sehwag,0,10,7,0,0,0.00,4,Test,Australia,Bengaluru,06 Oct 2004
R Dravid,60,256,188,11,0,31.91,4,Test,Australia,Bengaluru,06 Oct 2004
SC Ganguly,5,10,5,1,0,100.00,4,Test,Australia,Bengaluru,06 Oct 2004
VVS Laxman,3,27,13,0,0,23.07,4,Test,Australia,Bengaluru,06 Oct 2004
Yuvraj Singh,27,87,67,4,0,40.29,4,Test,Australia,Bengaluru,06 Oct 2004
PA Patel,4,11,6,1,0,66.66,4,Test,Australia,Bengaluru,06 Oct 2004
IK Pathan,55,197,141,8,2,39.00,4,Test,Australia,Bengaluru,06 Oct 2004
A Kumble,2,9,4,0,0,50.00,4,Test,Australia,Bengaluru,06 Oct 2004
Harbhajan Singh,42,99,67,7,1,62.68,4,Test,Australia,Bengaluru,06 Oct 2004
Z Khan,22*,18,20,4,0,110.00,4,Test,Australia,Bengaluru,06 Oct 2004
Yuvraj Singh,8,53,40,1,0,20.00,2,Test,Australia,Chennai,14 Oct 2004
V Sehwag,155,356,221,21,0,70.13,2,Test,Australia,Chennai,14 Oct 2004
IK Pathan,14,92,63,1,1,22.22,2,Test,Australia,Chennai,14 Oct 2004
R Dravid,26,117,95,3,0,27.36,2,Test,Australia,Chennai,14 Oct 2004
SC Ganguly,9,40,29,1,0,31.03,2,Test,Australia,Chennai,14 Oct 2004
VVS Laxman,4,18,19,1,0,21.05,2,Test,Australia,Chennai,14 Oct 2004
M Kaif,64,247,158,6,0,40.50,2,Test,Australia,Chennai,14 Oct 2004
PA Patel,54,169,121,8,0,44.62,2,Test,Australia,Chennai,14 Oct 2004
A Kumble,20,50,47,2,0,42.55,2,Test,Australia,Chennai,14 Oct 2004
Harbhajan Singh,5,18,15,0,0,33.33,2,Test,Australia,Chennai,14 Oct 2004
Z Khan,0*,13,5,0,0,0.00,2,Test,Australia,Chennai,14 Oct 2004
Yuvraj Singh,7*,12,8,1,0,87.50,4,Test,Australia,Chennai,14 Oct 2004
V Sehwag,12*,12,10,3,0,120.00,4,Test,Australia,Chennai,14 Oct 2004
IK Pathan,DNB,-,-,-,-,-,4,Test,Australia,Chennai,14 Oct 2004
PA Patel,DNB,-,-,-,-,-,4,Test,Australia,Chennai,14 Oct 2004
Z Khan,DNB,-,-,-,-,-,4,Test,Australia,Chennai,14 Oct 2004
